Door_Left_01,-51,0,10.5,0,-0.7071068,0,0.7071068
_Level,0,0,0,0,0,0,1
Directional Light Ceiling,-0.0195,3.345,3.9,-0.7071068,0,0,0.7071068
Roof_Angle_01,-9,1.788139E-07,6,-0.7071068,0,0,0.7071068
Roof_Angle_01,-9,0,6,0,0,0,1
Collider_01,4.5,0,-9,0,0.9917734,0,-0.1280069
Collider_02,-0.06000137,0,-13.515,0,0.6222534,0,0.7828159
Wall_Arc_90_02,4.5,0,-9,0,0,0,1
Collider_03,2.099999,0,-12.975,0,0.3935852,0,0.9192882
Wall_Arc_90_02,4.5,1.788139E-07,-9,-0.7071068,0,0,0.7071068
Wall_Simple_01,-22.5,0,1.5,0,-0.7071068,0,0.7071067
Wall_Simple_01,-22.5,-7.709606E-07,1.5,-0.5,-0.5,-0.5000001,0.4999999
Light_01,-18.132,5.625,4.185,-0.7071068,0,0,0.7071068
Light_01,-18.132,5.7,4.185,0,0,0,1
Spotlight,-18.132,4.2525,4.185,0.7071068,2.842171E-14,2.842171E-14,0.7071067
Roof_01,-18,0,10.5,-0.5,-0.5000001,-0.5000001,0.5
Roof_01,-18,0,10.5,0,-0.7071068,0,0.7071067
Floor_01,-22.5,1.704744E-06,1.5,-0.7071068,0,0,0.7071068
Floor_01,-22.5,0,1.5,0,0,0,1
Wall_Simple_01,4.5,0,4.5,0,1,0,-1.629207E-07
Wall_Simple_01,4.5,-7.709606E-07,4.5,1.152023E-07,0.7071067,0.7071068,-1.152023E-07
Floor_Small_01,-18,3.161153E-06,-1.184642E-06,-0.7071068,0,0,0.7071068
Floor_Small_01,-18,0,0,0,0,0,1
Wall_Simple_01,-22.5,-7.709606E-07,-9,-0.7071068,0,0,0.7071067
Wall_Simple_01,-22.5,0,-9,0,0,0,1
Fan_01,-18.015,5.625,-9.014999,-0.7071068,0,0,0.7071068
Fan_01,-18.015,5.625,-9.015,0,0,0,1
Fan_Wings_01,-18.015,5.36943,-9.014999,-0.7066761,0.02467773,0.02467773,0.7066761
Door_Arch_01,4.5,0,10.5,0,0,0,1
Door_Arch_01,4.5,0,10.5,-0.7071068,0,0,0.7071068
Floor_01,-4.5,0,-4.5,0,0,0,1
Floor_01,-4.5,1.704744E-06,-4.5,-0.7071068,0,0,0.7071068
Door_Arch_01,-13.5,0,0,0,0,0,1
Door_Arch_01,-13.5,0,-1.229382E-07,-0.7071068,0,0,0.7071068
Floor_01,-18,0,-13.5,0,0,0,1
Floor_01,-18,1.704744E-06,-13.5,-0.7071068,0,0,0.7071068
Wall_Simple_01,-4.5,0,6,0,0,0,1
Wall_Simple_01,-4.5,-7.709606E-07,6,-0.7071068,0,0,0.7071067
Floor_01,-18,1.704744E-06,1.5,-0.7071068,0,0,0.7071068
Floor_01,-18,0,1.5,0,0,0,1
Light_01,-0.03,5.625,-4.485,-0.7071068,0,0,0.7071068
Spotlight,-0.03,4.2525,-4.485,0.7071068,2.842171E-14,2.842171E-14,0.7071067
Light_01,-0.03,5.7,-4.485,0,0,0,1
Floor_01,-18,0,-9,0,0,0,1
Floor_01,-18,1.704744E-06,-9,-0.7071068,0,0,0.7071068
Roof_Angle_Large_01,-18,0,-9,0,0,0,1
Roof_Angle_Large_01,-18,-3.940269E-07,-9,-0.7071068,0,0,0.7071068
Wall_Simple_01,-27,0,10.5,0,0.7071068,0,0.7071067
Wall_Simple_01,-27,-7.709606E-07,10.5,-0.5,0.5,0.5000001,0.4999999
red_square_drone_door (7),-32.45,3.57,3.28,0,0.8258031,0,0.5639585
Floor_01,-13.5,0,1.5,0,0,0,1
Floor_01,-13.5,1.704744E-06,1.5,-0.7071068,0,0,0.7071068
Roof_01,-28.5,0,-3,-0.7071068,0,0,0.7071068
Floor_01,-28.5,1.704744E-06,6,-0.7071068,0,0,0.7071068
Door_Arch_01,-28.5,0,1.5,-0.5,0.5000001,0.5000001,0.5
Door_Arch_01,-28.5,0,1.5,0,0.7071068,0,0.7071067
Floor_01,-28.5,0,-3,0,0,0,1
Roof_Angle_01,-33,1.788139E-07,-7.5,-0.5,0.5000001,0.5000001,0.5
Floor_01,-28.5,0,-7.5,0,0,0,1
Collider_03,-30.9,0,-6.974999,0,0.3935852,0,0.9192882
Wall_Arc_90_02,-33,0,19.5,0,-0.7071068,0,0.7071067
Wall_Simple_01,-28.5,-7.709606E-07,15,1.152023E-07,0.7071067,0.7071068,-1.152023E-07
Collider_02,-28.485,0,14.94,0,-0.113535,0,0.993534
