algorithm,dataset,flow_frames,avg_mean_mag_px,avg_max_mag_px,global_max_mag_px,avg_moving_pct,avg_process_ms,max_process_ms
Farneback,30fps_424x240_2018-10-01-18-35-06,1401,2.3713,7.0050,54.0153,85.9776,12.1374,23.3217
